sample	dataset	CMS_network	CMS_RFclassifier	CMS_final_network_plus_RFclassifier_in_nonconsensus_samples
GSM972094	gse39582	UNK	CMS4	CMS4
GSM972095	gse39582	UNK	CMS4	CMS4
GSM972096	gse39582	CMS2	CMS2	CMS2
GSM972097	gse39582	CMS4	CMS4	CMS4
GSM972098	gse39582	CMS3	CMS3	CMS3
GSM972099	gse39582	CMS2	CMS2	CMS2
GSM972100	gse39582	CMS3	CMS3	CMS3
GSM972101	gse39582	UNK	NOLBL	NOLBL
GSM972102	gse39582	UNK	CMS4	CMS4
GSM972103	gse39582	UNK	NOLBL	NOLBL
GSM972104	gse39582	CMS4	CMS4	CMS4
GSM972105	gse39582	CMS2	NOLBL	CMS2
GSM972106	gse39582	CMS2	NOLBL	CMS2
GSM972107	gse39582	CMS2	NOLBL	CMS2
GSM972108	gse39582	CMS2	CMS2	CMS2
GSM972109	gse39582	CMS1	CMS1	CMS1
GSM972110	gse39582	CMS3	CMS3	CMS3
GSM972111	gse39582	CMS3	CMS3	CMS3
GSM972112	gse39582	CMS4	CMS4	CMS4
GSM972113	gse39582	CMS4	NOLBL	CMS4
GSM972114	gse39582	CMS3	CMS3	CMS3
GSM972115	gse39582	CMS2	CMS2	CMS2
GSM972116	gse39582	UNK	CMS4	CMS4
GSM972117	gse39582	UNK	CMS1	CMS1
GSM972118	gse39582	UNK	NOLBL	NOLBL
GSM972119	gse39582	CMS2	CMS2	CMS2
GSM972120	gse39582	UNK	CMS1	CMS1
GSM972121	gse39582	CMS3	CMS3	CMS3
GSM972122	gse39582	CMS2	CMS2	CMS2
GSM972123	gse39582	CMS2	CMS2	CMS2
GSM972124	gse39582	CMS2	NOLBL	CMS2
GSM972125	gse39582	CMS4	CMS4	CMS4
GSM972126	gse39582	CMS2	CMS2	CMS2
GSM972127	gse39582	UNK	CMS4	CMS4
GSM972128	gse39582	UNK	CMS4	CMS4
GSM972129	gse39582	UNK	CMS1	CMS1
GSM972130	gse39582	CMS2	CMS2	CMS2
GSM972131	gse39582	CMS4	CMS4	CMS4
GSM972132	gse39582	UNK	CMS4	CMS4
GSM972133	gse39582	CMS4	CMS4	CMS4
GSM972134	gse39582	UNK	NOLBL	NOLBL
GSM972135	gse39582	CMS3	CMS3	CMS3
GSM972136	gse39582	CMS2	CMS2	CMS2
GSM972137	gse39582	CMS2	CMS2	CMS2
GSM972138	gse39582	CMS2	NOLBL	CMS2
GSM972139	gse39582	CMS2	CMS2	CMS2
GSM972140	gse39582	CMS4	CMS4	CMS4
GSM972141	gse39582	UNK	CMS4	CMS4
GSM972142	gse39582	CMS2	CMS2	CMS2
GSM972143	gse39582	CMS2	CMS2	CMS2
GSM972144	gse39582	CMS2	CMS2	CMS2
GSM972145	gse39582	UNK	NOLBL	NOLBL
GSM972146	gse39582	UNK	CMS4	CMS4
GSM972147	gse39582	CMS2	CMS2	CMS2
GSM972148	gse39582	CMS2	CMS2	CMS2
GSM972149	gse39582	CMS2	CMS2	CMS2
GSM972150	gse39582	CMS2	CMS2	CMS2
GSM972151	gse39582	CMS2	CMS2	CMS2
GSM972152	gse39582	CMS2	CMS2	CMS2
GSM972153	gse39582	CMS2	CMS2	CMS2
GSM972154	gse39582	CMS2	CMS2	CMS2
GSM972155	gse39582	CMS2	NOLBL	CMS2
GSM972156	gse39582	CMS2	CMS2	CMS2
GSM972157	gse39582	CMS2	CMS2	CMS2
GSM972158	gse39582	CMS4	CMS4	CMS4
GSM972159	gse39582	CMS3	CMS3	CMS3
GSM972160	gse39582	CMS2	CMS2	CMS2
GSM972161	gse39582	UNK	NOLBL	NOLBL
GSM972162	gse39582	CMS4	CMS4	CMS4
GSM972163	gse39582	UNK	NOLBL	NOLBL
GSM972164	gse39582	UNK	CMS4	CMS4
GSM972165	gse39582	UNK	CMS4	CMS4
GSM972166	gse39582	CMS2	NOLBL	CMS2
GSM972167	gse39582	CMS2	CMS2	CMS2
GSM972168	gse39582	CMS1	CMS1	CMS1
GSM972169	gse39582	CMS2	CMS2	CMS2
GSM972170	gse39582	CMS2	NOLBL	CMS2
GSM972171	gse39582	CMS1	CMS1	CMS1
GSM972172	gse39582	UNK	NOLBL	NOLBL
GSM972173	gse39582	CMS2	CMS2	CMS2
GSM972174	gse39582	CMS2	CMS2	CMS2
GSM972175	gse39582	CMS2	CMS2	CMS2
GSM972176	gse39582	CMS4	CMS4	CMS4
GSM972177	gse39582	CMS2	NOLBL	CMS2
GSM972178	gse39582	CMS3	CMS3	CMS3
GSM972179	gse39582	UNK	CMS4	CMS4
GSM972180	gse39582	CMS1	CMS1	CMS1
GSM972181	gse39582	CMS4	CMS4	CMS4
GSM972182	gse39582	CMS2	CMS2	CMS2
GSM972183	gse39582	CMS3	CMS3	CMS3
GSM972184	gse39582	UNK	CMS4	CMS4
GSM972185	gse39582	CMS2	CMS2	CMS2
GSM972186	gse39582	CMS4	CMS4	CMS4
GSM972187	gse39582	CMS4	CMS4	CMS4
GSM972188	gse39582	CMS2	CMS2	CMS2
GSM972189	gse39582	UNK	CMS1	CMS1
GSM972190	gse39582	CMS2	CMS2	CMS2
GSM972191	gse39582	CMS3	CMS3	CMS3
GSM972192	gse39582	UNK	NOLBL	NOLBL
GSM972193	gse39582	CMS2	CMS2	CMS2
GSM972194	gse39582	CMS2	CMS2	CMS2
GSM972195	gse39582	CMS3	CMS3	CMS3
GSM972196	gse39582	CMS1	CMS1	CMS1
GSM972197	gse39582	CMS3	CMS3	CMS3
GSM972198	gse39582	CMS2	CMS2	CMS2
GSM972199	gse39582	CMS2	CMS2	CMS2
GSM972200	gse39582	CMS2	CMS2	CMS2
GSM972201	gse39582	CMS4	CMS4	CMS4
GSM972202	gse39582	CMS2	CMS2	CMS2
GSM972203	gse39582	CMS2	CMS2	CMS2
GSM972204	gse39582	UNK	CMS4	CMS4
GSM972205	gse39582	CMS2	CMS2	CMS2
GSM972206	gse39582	CMS2	CMS4	CMS2
GSM972207	gse39582	UNK	NOLBL	NOLBL
GSM972208	gse39582	CMS4	CMS4	CMS4
GSM972209	gse39582	CMS1	CMS1	CMS1
GSM972210	gse39582	UNK	CMS4	CMS4
GSM972211	gse39582	CMS2	CMS2	CMS2
GSM972212	gse39582	CMS3	CMS3	CMS3
GSM972213	gse39582	UNK	NOLBL	NOLBL
GSM972214	gse39582	CMS1	CMS1	CMS1
GSM972215	gse39582	UNK	NOLBL	NOLBL
GSM972216	gse39582	CMS2	CMS2	CMS2
GSM972217	gse39582	CMS2	CMS2	CMS2
GSM972218	gse39582	CMS3	CMS3	CMS3
GSM972219	gse39582	CMS2	CMS2	CMS2
GSM972220	gse39582	CMS1	CMS1	CMS1
GSM972221	gse39582	CMS1	CMS1	CMS1
GSM972222	gse39582	UNK	NOLBL	NOLBL
GSM972223	gse39582	CMS1	CMS1	CMS1
GSM972224	gse39582	CMS1	CMS1	CMS1
GSM972225	gse39582	UNK	CMS2	CMS2
GSM972226	gse39582	CMS3	CMS3	CMS3
GSM972227	gse39582	CMS3	CMS3	CMS3
GSM972228	gse39582	CMS3	CMS3	CMS3
GSM972229	gse39582	CMS1	CMS1	CMS1
GSM972230	gse39582	CMS2	CMS2	CMS2
GSM972231	gse39582	CMS4	CMS4	CMS4
GSM972232	gse39582	CMS4	CMS4	CMS4
GSM972233	gse39582	CMS2	CMS2	CMS2
GSM972234	gse39582	CMS4	CMS4	CMS4
GSM972235	gse39582	UNK	NOLBL	NOLBL
GSM972236	gse39582	CMS2	CMS2	CMS2
GSM972237	gse39582	CMS2	CMS2	CMS2
GSM972238	gse39582	UNK	CMS2	CMS2
GSM972239	gse39582	UNK	NOLBL	NOLBL
GSM972240	gse39582	CMS4	CMS4	CMS4
GSM972241	gse39582	CMS1	CMS1	CMS1
GSM972242	gse39582	UNK	NOLBL	NOLBL
GSM972243	gse39582	CMS2	CMS2	CMS2
GSM972244	gse39582	CMS2	NOLBL	CMS2
GSM972245	gse39582	UNK	CMS2	CMS2
GSM972246	gse39582	CMS2	CMS2	CMS2
GSM972247	gse39582	CMS2	CMS2	CMS2
GSM972248	gse39582	CMS2	CMS2	CMS2
GSM972249	gse39582	CMS2	CMS2	CMS2
GSM972250	gse39582	CMS2	CMS2	CMS2
GSM972251	gse39582	CMS4	CMS4	CMS4
GSM972252	gse39582	UNK	NOLBL	NOLBL
GSM972253	gse39582	CMS2	CMS2	CMS2
GSM972254	gse39582	CMS4	CMS4	CMS4
GSM972255	gse39582	CMS4	CMS4	CMS4
GSM972256	gse39582	CMS2	CMS2	CMS2
GSM972257	gse39582	CMS2	NOLBL	CMS2
GSM972258	gse39582	CMS2	CMS2	CMS2
GSM972259	gse39582	CMS3	CMS3	CMS3
GSM972260	gse39582	CMS2	CMS2	CMS2
GSM972261	gse39582	CMS1	CMS1	CMS1
GSM972262	gse39582	CMS4	CMS4	CMS4
GSM972263	gse39582	CMS1	CMS1	CMS1
GSM972264	gse39582	CMS1	CMS1	CMS1
GSM972265	gse39582	CMS1	CMS1	CMS1
GSM972266	gse39582	UNK	NOLBL	NOLBL
GSM972267	gse39582	CMS2	CMS2	CMS2
GSM972268	gse39582	CMS3	CMS3	CMS3
GSM972269	gse39582	CMS3	NOLBL	CMS3
GSM972270	gse39582	CMS1	CMS1	CMS1
GSM972271	gse39582	CMS2	CMS2	CMS2
GSM972272	gse39582	CMS2	CMS2	CMS2
GSM972273	gse39582	CMS3	CMS3	CMS3
GSM972274	gse39582	CMS1	CMS1	CMS1
GSM972275	gse39582	UNK	CMS1	CMS1
GSM972276	gse39582	CMS1	CMS1	CMS1
GSM972277	gse39582	CMS1	CMS1	CMS1
GSM972278	gse39582	CMS1	CMS1	CMS1
GSM972279	gse39582	UNK	CMS1	CMS1
GSM972280	gse39582	CMS1	CMS1	CMS1
GSM972281	gse39582	CMS2	CMS2	CMS2
GSM972282	gse39582	CMS1	CMS1	CMS1
GSM972283	gse39582	CMS1	CMS1	CMS1
GSM972284	gse39582	CMS2	CMS2	CMS2
GSM972285	gse39582	CMS1	CMS1	CMS1
GSM972286	gse39582	CMS1	CMS1	CMS1
GSM972287	gse39582	CMS1	CMS1	CMS1
GSM972288	gse39582	CMS2	NOLBL	CMS2
GSM972289	gse39582	CMS2	CMS2	CMS2
GSM972290	gse39582	UNK	NOLBL	NOLBL
GSM972291	gse39582	CMS4	NOLBL	CMS4
GSM972292	gse39582	CMS1	CMS1	CMS1
GSM972293	gse39582	CMS4	NOLBL	CMS4
GSM972294	gse39582	CMS1	CMS1	CMS1
GSM972295	gse39582	UNK	NOLBL	NOLBL
GSM972296	gse39582	CMS3	CMS3	CMS3
GSM972297	gse39582	CMS4	CMS4	CMS4
GSM972298	gse39582	CMS1	CMS1	CMS1
GSM972299	gse39582	CMS2	CMS2	CMS2
GSM972300	gse39582	CMS3	NOLBL	CMS3
GSM972301	gse39582	UNK	NOLBL	NOLBL
GSM972302	gse39582	CMS2	CMS2	CMS2
GSM972303	gse39582	CMS2	CMS2	CMS2
GSM972304	gse39582	CMS3	CMS3	CMS3
GSM972305	gse39582	UNK	NOLBL	NOLBL
GSM972306	gse39582	CMS2	CMS2	CMS2
GSM972307	gse39582	CMS2	CMS2	CMS2
GSM972308	gse39582	CMS1	CMS1	CMS1
GSM972309	gse39582	CMS2	CMS2	CMS2
GSM972310	gse39582	UNK	NOLBL	NOLBL
GSM972311	gse39582	CMS4	NOLBL	CMS4
GSM972312	gse39582	CMS2	CMS2	CMS2
GSM972313	gse39582	CMS2	CMS2	CMS2
GSM972314	gse39582	CMS1	CMS1	CMS1
GSM972315	gse39582	CMS3	CMS3	CMS3
GSM972316	gse39582	CMS1	CMS1	CMS1
GSM972317	gse39582	CMS1	CMS1	CMS1
GSM972318	gse39582	CMS2	CMS2	CMS2
GSM972319	gse39582	CMS2	CMS2	CMS2
GSM972320	gse39582	CMS2	CMS2	CMS2
GSM972321	gse39582	CMS2	CMS2	CMS2
GSM972322	gse39582	CMS2	CMS2	CMS2
GSM972323	gse39582	CMS2	CMS2	CMS2
GSM972324	gse39582	CMS2	CMS2	CMS2
GSM972325	gse39582	CMS1	CMS1	CMS1
GSM972326	gse39582	CMS3	CMS3	CMS3
GSM972327	gse39582	UNK	CMS1	CMS1
GSM972328	gse39582	CMS2	CMS2	CMS2
GSM972329	gse39582	UNK	CMS2	CMS2
GSM972330	gse39582	CMS1	CMS1	CMS1
GSM972331	gse39582	CMS2	CMS2	CMS2
GSM972332	gse39582	CMS1	CMS1	CMS1
GSM972333	gse39582	CMS2	CMS2	CMS2
GSM972334	gse39582	CMS1	CMS1	CMS1
GSM972335	gse39582	CMS2	CMS2	CMS2
GSM972336	gse39582	CMS2	CMS2	CMS2
GSM972337	gse39582	CMS1	CMS1	CMS1
GSM972338	gse39582	CMS2	CMS2	CMS2
GSM972339	gse39582	CMS2	CMS2	CMS2
GSM972340	gse39582	CMS2	CMS2	CMS2
GSM972341	gse39582	CMS2	CMS2	CMS2
GSM972342	gse39582	CMS2	CMS2	CMS2
GSM972343	gse39582	CMS2	CMS2	CMS2
GSM972344	gse39582	CMS2	CMS2	CMS2
GSM972345	gse39582	CMS4	CMS4	CMS4
GSM972346	gse39582	CMS1	CMS1	CMS1
GSM972347	gse39582	CMS2	CMS2	CMS2
GSM972348	gse39582	CMS2	CMS2	CMS2
GSM972349	gse39582	CMS4	CMS4	CMS4
GSM972350	gse39582	CMS3	CMS3	CMS3
GSM972351	gse39582	CMS2	CMS2	CMS2
GSM972352	gse39582	CMS4	CMS4	CMS4
GSM972353	gse39582	CMS1	CMS1	CMS1
GSM972354	gse39582	CMS1	CMS1	CMS1
GSM972355	gse39582	UNK	CMS4	CMS4
GSM972356	gse39582	CMS2	CMS2	CMS2
GSM972357	gse39582	UNK	NOLBL	NOLBL
GSM972358	gse39582	CMS2	CMS2	CMS2
GSM972359	gse39582	CMS4	CMS4	CMS4
GSM972360	gse39582	CMS1	CMS1	CMS1
GSM972361	gse39582	CMS4	CMS4	CMS4
GSM972362	gse39582	CMS2	CMS2	CMS2
GSM972363	gse39582	CMS2	CMS2	CMS2
GSM972364	gse39582	CMS3	CMS3	CMS3
GSM972365	gse39582	UNK	CMS4	CMS4
GSM972366	gse39582	UNK	CMS4	CMS4
GSM972367	gse39582	CMS4	CMS4	CMS4
GSM972368	gse39582	CMS2	CMS2	CMS2
GSM972369	gse39582	CMS4	CMS4	CMS4
GSM972370	gse39582	CMS2	CMS2	CMS2
GSM972371	gse39582	CMS2	CMS2	CMS2
GSM972372	gse39582	CMS2	CMS2	CMS2
GSM972373	gse39582	CMS2	CMS2	CMS2
GSM972374	gse39582	CMS2	CMS2	CMS2
GSM972375	gse39582	CMS4	CMS4	CMS4
GSM972376	gse39582	UNK	CMS4	CMS4
GSM972377	gse39582	CMS4	CMS4	CMS4
GSM972378	gse39582	CMS2	CMS4	CMS2
GSM972379	gse39582	CMS3	CMS3	CMS3
GSM972380	gse39582	CMS4	CMS4	CMS4
GSM972381	gse39582	CMS2	CMS2	CMS2
GSM972382	gse39582	CMS2	CMS2	CMS2
GSM972383	gse39582	CMS2	CMS2	CMS2
GSM972384	gse39582	UNK	NOLBL	NOLBL
GSM972385	gse39582	CMS4	CMS4	CMS4
GSM972386	gse39582	CMS2	CMS2	CMS2
GSM972387	gse39582	CMS2	CMS2	CMS2
GSM972388	gse39582	CMS2	CMS2	CMS2
GSM972389	gse39582	CMS3	CMS3	CMS3
GSM972390	gse39582	CMS3	CMS3	CMS3
GSM972391	gse39582	CMS1	CMS1	CMS1
GSM972392	gse39582	CMS2	CMS2	CMS2
GSM972393	gse39582	CMS2	CMS2	CMS2
GSM972394	gse39582	UNK	NOLBL	NOLBL
GSM972395	gse39582	CMS2	CMS2	CMS2
GSM972396	gse39582	CMS3	CMS3	CMS3
GSM972397	gse39582	CMS2	CMS2	CMS2
GSM972398	gse39582	CMS2	CMS2	CMS2
GSM972399	gse39582	CMS2	CMS2	CMS2
GSM972400	gse39582	UNK	NOLBL	NOLBL
GSM972401	gse39582	CMS4	CMS4	CMS4
GSM972402	gse39582	CMS4	CMS4	CMS4
GSM972403	gse39582	CMS1	CMS1	CMS1
GSM972404	gse39582	CMS2	CMS2	CMS2
GSM972405	gse39582	UNK	NOLBL	NOLBL
GSM972406	gse39582	CMS1	CMS1	CMS1
GSM972407	gse39582	CMS2	CMS4	CMS2
GSM972408	gse39582	UNK	NOLBL	NOLBL
GSM972409	gse39582	CMS4	CMS4	CMS4
GSM972410	gse39582	CMS4	CMS4	CMS4
GSM972411	gse39582	CMS2	CMS2	CMS2
GSM972412	gse39582	CMS4	CMS4	CMS4
GSM972413	gse39582	CMS4	CMS4	CMS4
GSM972414	gse39582	CMS2	CMS2	CMS2
GSM972415	gse39582	CMS2	CMS2	CMS2
GSM972416	gse39582	CMS4	CMS4	CMS4
GSM972417	gse39582	UNK	CMS4	CMS4
GSM972418	gse39582	CMS2	CMS2	CMS2
GSM972419	gse39582	CMS4	CMS4	CMS4
GSM972420	gse39582	UNK	NOLBL	NOLBL
GSM972421	gse39582	CMS4	CMS4	CMS4
GSM972422	gse39582	CMS4	CMS4	CMS4
GSM972423	gse39582	CMS2	NOLBL	CMS2
GSM972424	gse39582	CMS2	CMS2	CMS2
GSM972425	gse39582	CMS4	CMS4	CMS4
GSM972426	gse39582	UNK	NOLBL	NOLBL
GSM972427	gse39582	CMS2	NOLBL	CMS2
GSM972428	gse39582	CMS4	CMS4	CMS4
GSM972429	gse39582	CMS3	CMS3	CMS3
GSM972430	gse39582	CMS1	CMS1	CMS1
GSM972431	gse39582	UNK	CMS4	CMS4
GSM972432	gse39582	CMS2	CMS4	CMS2
GSM972433	gse39582	CMS4	CMS4	CMS4
GSM972434	gse39582	CMS2	CMS2	CMS2
GSM972435	gse39582	CMS2	CMS2	CMS2
GSM972436	gse39582	CMS2	CMS2	CMS2
GSM972437	gse39582	CMS4	CMS4	CMS4
GSM972438	gse39582	CMS4	CMS4	CMS4
GSM972439	gse39582	UNK	CMS4	CMS4
GSM972440	gse39582	CMS4	CMS4	CMS4
GSM972441	gse39582	CMS4	CMS4	CMS4
GSM972442	gse39582	CMS2	NOLBL	CMS2
GSM972443	gse39582	CMS3	CMS3	CMS3
GSM972444	gse39582	CMS1	CMS1	CMS1
GSM972445	gse39582	CMS1	CMS1	CMS1
GSM972446	gse39582	UNK	NOLBL	NOLBL
GSM972447	gse39582	UNK	NOLBL	NOLBL
GSM972448	gse39582	CMS1	CMS1	CMS1
GSM972449	gse39582	UNK	NOLBL	NOLBL
GSM972450	gse39582	CMS2	CMS2	CMS2
GSM972451	gse39582	CMS2	CMS2	CMS2
GSM972452	gse39582	CMS1	CMS1	CMS1
GSM972453	gse39582	CMS3	CMS3	CMS3
GSM972454	gse39582	CMS2	CMS2	CMS2
GSM972455	gse39582	CMS1	CMS1	CMS1
GSM972456	gse39582	CMS2	CMS2	CMS2
GSM972457	gse39582	CMS3	CMS3	CMS3
GSM972458	gse39582	CMS1	CMS1	CMS1
GSM972459	gse39582	CMS3	CMS3	CMS3
GSM972460	gse39582	CMS2	CMS2	CMS2
GSM972461	gse39582	CMS2	CMS2	CMS2
GSM972462	gse39582	CMS2	CMS2	CMS2
GSM972463	gse39582	CMS3	CMS3	CMS3
GSM972464	gse39582	CMS4	CMS4	CMS4
GSM972465	gse39582	CMS1	CMS1	CMS1
GSM972466	gse39582	CMS2	CMS2	CMS2
GSM972467	gse39582	CMS4	CMS4	CMS4
GSM972468	gse39582	CMS2	CMS2	CMS2
GSM972469	gse39582	CMS2	CMS2	CMS2
GSM972470	gse39582	CMS1	CMS1	CMS1
GSM972471	gse39582	CMS1	CMS1	CMS1
GSM972472	gse39582	UNK	CMS3	CMS3
GSM972473	gse39582	UNK	CMS3	CMS3
GSM972474	gse39582	CMS2	CMS2	CMS2
GSM972475	gse39582	CMS3	CMS3	CMS3
GSM972476	gse39582	CMS4	CMS4	CMS4
GSM972477	gse39582	UNK	CMS2	CMS2
GSM972478	gse39582	CMS2	CMS2	CMS2
GSM972479	gse39582	CMS4	CMS4	CMS4
GSM972480	gse39582	CMS3	CMS3	CMS3
GSM972481	gse39582	UNK	CMS4	CMS4
GSM972482	gse39582	UNK	NOLBL	NOLBL
GSM972483	gse39582	CMS2	CMS2	CMS2
GSM972484	gse39582	UNK	CMS2	CMS2
GSM972485	gse39582	CMS2	CMS2	CMS2
GSM972486	gse39582	CMS4	NOLBL	CMS4
GSM972487	gse39582	CMS3	CMS3	CMS3
GSM972488	gse39582	CMS3	CMS3	CMS3
GSM972489	gse39582	CMS3	CMS3	CMS3
GSM972490	gse39582	CMS2	CMS2	CMS2
GSM972491	gse39582	CMS2	CMS2	CMS2
GSM972492	gse39582	CMS2	CMS2	CMS2
GSM972493	gse39582	CMS4	NOLBL	CMS4
GSM972494	gse39582	CMS1	CMS1	CMS1
GSM972495	gse39582	CMS2	CMS2	CMS2
GSM972496	gse39582	CMS3	CMS3	CMS3
GSM972497	gse39582	CMS2	CMS2	CMS2
GSM972498	gse39582	CMS2	CMS2	CMS2
GSM972499	gse39582	CMS1	CMS1	CMS1
GSM972500	gse39582	CMS4	NOLBL	CMS4
GSM972501	gse39582	CMS2	CMS2	CMS2
GSM972502	gse39582	CMS3	CMS3	CMS3
GSM972503	gse39582	CMS4	CMS4	CMS4
GSM972504	gse39582	CMS4	CMS4	CMS4
GSM972505	gse39582	CMS2	NOLBL	CMS2
GSM972506	gse39582	CMS2	CMS2	CMS2
GSM972507	gse39582	CMS1	CMS1	CMS1
GSM972508	gse39582	CMS2	CMS2	CMS2
GSM972509	gse39582	CMS2	CMS2	CMS2
GSM972510	gse39582	CMS3	CMS3	CMS3
GSM972511	gse39582	CMS2	CMS2	CMS2
GSM972512	gse39582	CMS3	CMS3	CMS3
GSM972513	gse39582	CMS2	CMS2	CMS2
GSM972514	gse39582	CMS2	CMS2	CMS2
GSM972515	gse39582	CMS2	CMS2	CMS2
GSM972516	gse39582	CMS2	CMS2	CMS2
GSM972517	gse39582	UNK	CMS2	CMS2
GSM972518	gse39582	UNK	NOLBL	NOLBL
GSM972519	gse39582	UNK	NOLBL	NOLBL
GSM972520	gse39582	UNK	NOLBL	NOLBL
GSM972521	gse39582	CMS4	CMS4	CMS4
GSM972522	gse39582	UNK	NOLBL	NOLBL
PETACC3-0244	petacc3	CMS2	NOLBL	CMS2
PETACC3-0268	petacc3	CMS2	NOLBL	CMS2
PETACC3-0180	petacc3	UNK	NOLBL	NOLBL
PETACC3-0596	petacc3	CMS3	CMS3	CMS3
PETACC3-0411	petacc3	CMS1	CMS1	CMS1
PETACC3-0284	petacc3	CMS1	CMS1	CMS1
PETACC3-0546	petacc3	CMS1	CMS1	CMS1
PETACC3-0501	petacc3	CMS1	CMS1	CMS1
PETACC3-0641	petacc3	CMS3	CMS3	CMS3
PETACC3-0477	petacc3	CMS3	CMS3	CMS3
PETACC3-0287	petacc3	CMS2	CMS2	CMS2
PETACC3-0300	petacc3	CMS2	CMS2	CMS2
PETACC3-0437	petacc3	UNK	NOLBL	NOLBL
PETACC3-0599	petacc3	UNK	NOLBL	NOLBL
PETACC3-0351	petacc3	CMS3	CMS3	CMS3
PETACC3-0038	petacc3	CMS4	CMS4	CMS4
PETACC3-0288	petacc3	CMS2	CMS2	CMS2
PETACC3-0451	petacc3	CMS4	CMS4	CMS4
PETACC3-0349	petacc3	CMS3	CMS3	CMS3
PETACC3-0557	petacc3	UNK	NOLBL	NOLBL
PETACC3-0276	petacc3	CMS3	CMS3	CMS3
PETACC3-0204	petacc3	CMS2	CMS2	CMS2
PETACC3-0476	petacc3	CMS3	CMS3	CMS3
PETACC3-0485	petacc3	CMS2	CMS2	CMS2
PETACC3-0028	petacc3	CMS3	CMS3	CMS3
PETACC3-0490	petacc3	CMS2	CMS2	CMS2
PETACC3-0545	petacc3	UNK	NOLBL	NOLBL
PETACC3-0270	petacc3	CMS3	CMS3	CMS3
PETACC3-0396	petacc3	CMS2	CMS2	CMS2
PETACC3-0095	petacc3	CMS2	CMS2	CMS2
PETACC3-0103	petacc3	CMS1	CMS1	CMS1
PETACC3-0643	petacc3	UNK	NOLBL	NOLBL
PETACC3-0326	petacc3	CMS1	CMS1	CMS1
PETACC3-0129	petacc3	CMS1	CMS1	CMS1
PETACC3-0592	petacc3	CMS3	CMS3	CMS3
PETACC3-0569	petacc3	CMS2	CMS2	CMS2
PETACC3-0647	petacc3	CMS3	CMS3	CMS3
PETACC3-0500	petacc3	CMS4	CMS4	CMS4
PETACC3-0663	petacc3	CMS2	CMS2	CMS2
PETACC3-0424	petacc3	CMS3	CMS3	CMS3
PETACC3-0179	petacc3	CMS1	CMS1	CMS1
PETACC3-0168	petacc3	CMS4	CMS4	CMS4
PETACC3-0390	petacc3	CMS3	CMS3	CMS3
PETACC3-0228	petacc3	CMS4	CMS4	CMS4
PETACC3-0177	petacc3	CMS4	CMS4	CMS4
PETACC3-0286	petacc3	UNK	NOLBL	NOLBL
PETACC3-0195	petacc3	CMS4	CMS4	CMS4
PETACC3-0367	petacc3	CMS2	CMS2	CMS2
PETACC3-0373	petacc3	CMS3	CMS3	CMS3
PETACC3-0509	petacc3	CMS2	CMS2	CMS2
PETACC3-0675	petacc3	UNK	NOLBL	NOLBL
PETACC3-0543	petacc3	CMS3	CMS3	CMS3
PETACC3-0379	petacc3	CMS4	CMS4	CMS4
PETACC3-0008	petacc3	CMS1	CMS1	CMS1
PETACC3-0409	petacc3	CMS3	CMS3	CMS3
PETACC3-0470	petacc3	UNK	NOLBL	NOLBL
PETACC3-0510	petacc3	CMS2	CMS2	CMS2
PETACC3-0301	petacc3	UNK	NOLBL	NOLBL
PETACC3-0152	petacc3	CMS4	CMS4	CMS4
PETACC3-0407	petacc3	CMS4	CMS4	CMS4
PETACC3-0064	petacc3	UNK	NOLBL	NOLBL
PETACC3-0277	petacc3	CMS4	CMS4	CMS4
PETACC3-0627	petacc3	CMS4	CMS4	CMS4
PETACC3-0160	petacc3	CMS4	CMS4	CMS4
PETACC3-0281	petacc3	UNK	NOLBL	NOLBL
PETACC3-0261	petacc3	CMS1	CMS1	CMS1
PETACC3-0105	petacc3	CMS3	CMS3	CMS3
PETACC3-0275	petacc3	UNK	NOLBL	NOLBL
PETACC3-0151	petacc3	CMS4	CMS4	CMS4
PETACC3-0531	petacc3	CMS3	CMS3	CMS3
PETACC3-0388	petacc3	UNK	NOLBL	NOLBL
PETACC3-0182	petacc3	UNK	NOLBL	NOLBL
PETACC3-0668	petacc3	CMS2	CMS2	CMS2
PETACC3-0573	petacc3	CMS1	CMS1	CMS1
PETACC3-0454	petacc3	UNK	NOLBL	NOLBL
PETACC3-0200	petacc3	CMS3	CMS3	CMS3
PETACC3-0632	petacc3	CMS2	CMS2	CMS2
PETACC3-0467	petacc3	CMS2	CMS2	CMS2
PETACC3-0392	petacc3	CMS3	CMS3	CMS3
PETACC3-0159	petacc3	CMS1	CMS1	CMS1
PETACC3-0188	petacc3	CMS2	CMS2	CMS2
PETACC3-0118	petacc3	CMS4	CMS4	CMS4
PETACC3-0023	petacc3	CMS2	CMS2	CMS2
PETACC3-0347	petacc3	UNK	NOLBL	NOLBL
PETACC3-0307	petacc3	UNK	NOLBL	NOLBL
PETACC3-0271	petacc3	CMS2	CMS2	CMS2
PETACC3-0393	petacc3	CMS2	CMS2	CMS2
PETACC3-0642	petacc3	CMS4	CMS4	CMS4
PETACC3-0331	petacc3	CMS2	CMS2	CMS2
PETACC3-0212	petacc3	CMS4	CMS4	CMS4
PETACC3-0445	petacc3	CMS2	CMS2	CMS2
PETACC3-0449	petacc3	CMS2	CMS2	CMS2
PETACC3-0399	petacc3	CMS2	CMS2	CMS2
PETACC3-0463	petacc3	CMS3	CMS3	CMS3
